Index,Frequency (Hz),Z' (Ω),-Z'' (Ω),Z (Ω),-Phase (°),Time (s)
1,1000000,1.37826829947138,-1.41397778415513,1.97457759518637,-45.7327044848535,34.083283913948
2,794330,1.01612466276427,-1.31988579183996,1.66571541200134,-52.4088361378287,35.9075329093422
3,630960,0.755838852388626,-1.16628969570609,1.3897927993375,-57.0538864693179,39.3090819007541
4,501190,0.557194805279357,-1.00412222313071,1.14835860688866,-60.9737837036959,42.6270938923769
5,398110,0.415271757107879,-0.848379404052172,0.94456246245094,-63.9187945286257,47.2328148807486
6,316230,0.3150904641681,-0.706480536122901,0.773561082610915,-65.9631187517786,50.3406418729021
7,251190,0.244067665206768,-0.582710850101374,0.631760207693828,-67.2736920182689,53.4533778650432
8,199530,0.196951340972251,-0.479359807089893,0.518242853654565,-67.6640396107814,56.6793448568984
9,158490,0.162199375808655,-0.392885018557808,0.425049732760634,-67.5671163823038,58.3854938525908
10,125890,0.137129037825971,-0.321587779294472,0.349604165888547,-66.9059958538718,60.1020898482568
11,100000,0.118610948464583,-0.262793562828852,0.288321025525281,-65.7081311900485,63.3582498400358
12,79433,0.104935554767659,-0.2145324794961,0.238821388098179,-63.9350795069823,64.9920738359108
13,63096,0.0946927119351559,-0.175001374269769,0.198977864824061,-61.5823144556451,66.8071518313282
14,50119,0.0869390919055713,-0.142567229429865,0.166984492120296,-58.6246938611286,68.6852538265864
15,39811,0.0810139383994788,-0.115958106924035,0.141455083953885,-55.059989099897,70.4967478220128
16,31623,0.0764844437695072,-0.0941965308287749,0.121337778778529,-50.924552241283,72.3185788174131
17,25119,0.0730059841452924,-0.0764087668528571,0.105679578788889,-46.3046328435542,74.0671128129985
18,19953,0.0699760289689794,-0.0615828710318737,0.0932153133063223,-41.3496070543499,75.78944980865
19,15849,0.0679429044022608,-0.0496766057307796,0.0841665219404133,-36.1724876657397,77.5258198042661
20,12589,0.0663455891816555,-0.0398250977298385,0.0773807186129218,-30.9750227294761,79.2611737998848
21,10000,0.0653267882726678,-0.0317623984602722,0.0726391025685964,-25.9293854855972,82.4068007919428
22,7943.3,0.0645383867806859,-0.0250398121714137,0.0692256857086522,-21.2054183120029,84.0409857878169
23,6309.6,0.0641246085805721,-0.0195202161016772,0.0670298758932743,-16.9308092991391,85.7758377834368
24,5011.9,0.0636149579290023,-0.0148950203103938,0.0653354765985201,-13.1780294289377,87.6347037787436
25,3981.1,0.0636115345418936,-0.0111647265276098,0.0645838868852815,-9.95482811743875,89.3425407744318
26,3162.3,0.0637457730556174,-0.00808105993411177,0.064255950013341,-7.22485514944048,91.0484797701247
27,2511.9,0.0639955713964962,-0.00550539710381469,0.0642319434209704,-4.91692302274036,92.7608127658015
28,1995.3,0.0642820930764263,-0.00334879676892395,0.064369262308076,-2.98214664462441,94.5107417613833
29,1584.9,0.064752953927665,-0.00153757897745004,0.0647712065000352,-1.36025044175423,96.1866007571522
30,1258.9,0.065226125256281,1.12897439292651E-05,0.0652261262333305,0.00991711020590437,97.8776347528827
31,1000,0.0660264793107408,0.00140825384454951,0.066041495660398,1.22185478984811,99.613935748499
32,794.33,0.0666933643559701,0.0025733430678067,0.0667429917194518,2.20964400865062,101.439024743891
33,630.96,0.0671653323617639,0.00359316153624645,0.0672613758489356,3.06224834398942,103.139804739597
34,501.19,0.0679536889202093,0.00454426518198455,0.0681054636861741,3.82584283332954,104.86535073524
35,398.11,0.0688823501775684,0.00543239740217288,0.0690962307765069,4.50929073755575,106.638071730765
36,316.23,0.0698864189104927,0.00626950443383324,0.0701670737167991,5.12627681409719,108.352930726435
37,251.19,0.0709803382141267,0.00707578249055481,0.0713321464057087,5.69280900638437,110.102861722017
38,199.53,0.0721853416585155,0.00785545677320636,0.072611512527094,6.21068367913349,111.811785717702
39,158.49,0.073465888455406,0.00861086440991128,0.07396880256181,6.68508011495528,113.582650713231
40,125.89,0.0748301082481352,0.00934514578633095,0.0754113840888457,7.11851935209266,115.371334708715
41,100,0.0763294431536217,0.0100702620782203,0.0769908700461685,7.51571580488122,117.152360704219
42,79.433,0.0779182772942389,0.0107568004999209,0.0786572736210518,7.86013371695357,118.998465699558
43,63.096,0.079595330016449,0.0114257965654064,0.0804112267508803,8.16892266850649,120.875228694819
44,50.119,0.0813520428494272,0.0120775262986746,0.0822436715940516,8.44445367771841,122.939084689609
45,39.811,0.0831869703291086,0.0127129056935077,0.0841527777539637,8.68890220832356,124.897097684665
46,31.623,0.0851618552135067,0.0133410553358321,0.086200495015284,8.9033258751116,126.938301679512
47,25.119,0.0871380557688082,0.0139440047130427,0.0882466771646689,9.0915051606457,129.007208674288
48,19.953,0.0891971576373034,0.0145199604812977,0.0903712464390771,9.24579545596393,131.281489668546
49,15.849,0.0913979979443191,0.0151205070295221,0.0926402923195927,9.39369485158283,133.635807662602
50,12.589,0.0935342234419528,0.0157149944163573,0.0948452002180147,9.53737739349225,136.098527656384
51,10,0.0957508725140063,0.0163592069067859,0.0971383201306906,9.69547117034803,138.788281649593
52,7.9433,0.0980247185555779,0.0170755623975852,0.0995008556701604,9.88156997783406,141.50680864273
53,6.3096,0.100268337677459,0.0178678731692691,0.101847927972022,10.1040773627639,144.31073963565
54,5.0119,0.10305888104066,0.0188983488272458,0.104777290238626,10.3911279669195,147.150302628481
55,3.9811,0.105323903385729,0.019979429421094,0.107202155875705,10.7411058820655,149.969294621364
56,3.1623,0.107659069076212,0.0212959657426469,0.109745128872623,11.1891918648078,152.915668613925
57,2.5119,0.109948325966042,0.0229240925205052,0.112312725906835,11.7773740563029,155.907613606371
58,1.9953,0.112191276483941,0.0249872830681495,0.114940188072858,12.556003684843,159.024012598503
59,1.5849,0.114504728671948,0.0276210192395263,0.117789021526061,13.5618979809268,162.212338590453
60,1.2589,0.116772761312083,0.0309732494036179,0.120810678183128,14.8552776878768,165.45343658227
61,1,0.119136241088759,0.0352901119161944,0.124253112394887,16.5001545547336,169.144222572952
62,0.79433,0.122185487598462,0.0406164375445836,0.128759420542681,18.387643606236,172.791391563744
63,0.63096,0.125181013916622,0.0472756891747532,0.133810601344368,20.6894760117145,176.681169553923
64,0.50119,0.128851820320811,0.0559925985525017,0.140491859880379,23.4873710383512,180.9679945431
65,0.39811,0.133410083744605,0.0658883847291107,0.148793580798883,26.2837801882531,185.664119531243
66,0.31623,0.139695725661203,0.0782569419797506,0.160121968311759,29.2573606562026,190.868578518103
67,0.25119,0.146830203760179,0.0931052895448375,0.173861162073316,32.3788556345764,196.741019503277
68,0.19953,0.157675564338086,0.109651215463501,0.192054608489244,34.8156399849387,203.430922486386
69,0.15849,0.170916454327406,0.128960786526894,0.214110529450299,37.0354765765014,211.102645467017
70,0.12589,0.186712192541771,0.150773596302207,0.239987750074157,38.9215249682276,220.039226444454
71,0.1,0.207782897294169,0.176453069752699,0.272597538934434,40.3385296923945,230.650134417664
