Index,Frequency (Hz),Z' (Ω),-Z'' (Ω),Z (Ω),-Phase (°),Time (s)
1,1000000,1.12624873632999,-1.28865573161835,1.71145254410332,-48.8474584898358,54.0868408634439
2,794330,0.803432256018033,-1.17583831091358,1.42411345173842,-55.6558045344059,55.9245568588041
3,630960,0.583298572466084,-1.01938735087522,1.17447341211514,-60.221592846556,59.3422498501752
4,501190,0.420675849584283,-0.865213627607872,0.962061740129932,-64.0704979573704,62.6595458417999
5,398110,0.307198365095569,-0.722271592002281,0.784886672157771,-66.9588584736846,67.3007928300818
6,316230,0.228729872597792,-0.595289661303847,0.63772026428039,-68.9815821342043,71.7259088189095
7,251190,0.174223450484957,-0.485888136097419,0.516179321068859,-70.2738417912624,74.8278338110779
8,199530,0.139331697492761,-0.396041191123341,0.419835619013691,-70.6175606999784,76.5789878066566
9,158490,0.114272137781551,-0.321814748018088,0.341500883622739,-70.4507260769185,78.4037528020496
10,125890,0.0967394791414113,-0.261177443844881,0.278517834254644,-69.6754949456008,80.1265987976998
11,100000,0.0841861267401606,-0.212053450697094,0.228153391138627,-68.346710712442,83.4548477892968
12,79433,0.075019597204944,-0.172092718654984,0.187733438094697,-66.446387146328,85.1715877849624
13,63096,0.0681514050322251,-0.139635734918424,0.155379382397005,-63.9845864073896,87.0003247803453
14,50119,0.0629035766857418,-0.113181927396066,0.129487484526294,-60.935831104434,88.8222157757455
15,39811,0.05890257081549,-0.0916594908930728,0.10895400460493,-57.2742345736372,90.6557667711162
16,31623,0.0555928132394742,-0.0737719591965963,0.0923734964564151,-52.9991803703939,92.3728707667809
17,25119,0.053333026983222,-0.059453720764397,0.0798696230110295,-48.1062715690253,94.1051417624074
18,19953,0.0516296639689492,-0.0477076317371887,0.0702968016876857,-42.7390240276173,95.9544497577383
19,15849,0.0504456613797815,-0.0381688069842084,0.0632583795132419,-37.1123191271356,97.7921077530987
20,12589,0.0496257844085337,-0.0303934294300479,0.058193462095682,-31.4854849527462,99.5256987487218
21,10000,0.0489872160048679,-0.0240348592579893,0.0545657565828509,-26.1342008507321,102.768744740534
22,7943.3,0.0486513816102783,-0.0188520054356895,0.052176192286676,-21.1809348703092,104.405755736401
23,6309.6,0.0485445252859666,-0.0146579940424337,0.0507092469337484,-16.8016633268429,106.127524732054
24,5011.9,0.0482799012673306,-0.0111769398475174,0.0495567639252021,-13.0345241307505,107.849546727706
25,3981.1,0.0483877170827958,-0.00840235739758418,0.049111819089924,-9.85098244277124,109.579712723338
26,3162.3,0.0485853700348466,-0.00613617908950019,0.0489713270724961,-7.19816540797517,111.283813719035
27,2511.9,0.0487815492038029,-0.00426964911879194,0.0489680451551892,-5.00211742111636,113.035206714614
28,1995.3,0.0490587508954206,-0.00272086101640857,0.0491341441778479,-3.17444500014763,114.765783710244
29,1584.9,0.0493701804146769,-0.00143551359968063,0.0493910458835669,-1.66549327547278,116.362965706212
30,1258.9,0.0497583325893644,-0.00036747532775267,0.0497596895105899,-0.42313320177415,118.058614701931
31,1000,0.0503167873312865,0.000588288252487271,0.0503202262555519,0.669853940957137,119.783663697575
32,794.33,0.0508236922628414,0.0013281550493686,0.0508410433711108,1.49694679561524,121.624691692927
33,630.96,0.0511269845675864,0.00193542613670316,0.0511636044987533,2.16791241501561,123.328940688624
34,501.19,0.0516914595710017,0.00245824921162173,0.051749879050747,2.72271802981418,125.06557268424
35,398.11,0.052297926843787,0.00289881725245287,0.0523782043756868,3.17259632839991,126.765950679947
36,316.23,0.0529190826228326,0.0032630244452267,0.0530195872689738,3.52842716277839,128.493726675585
37,251.19,0.053598945203908,0.00356580459090988,0.0537174263098306,3.80613719300379,130.241212671173
38,199.53,0.0542736247383888,0.00380570545793465,0.0544068905220285,4.01105570738856,131.967804666813
39,158.49,0.0549917374483565,0.00399778175882948,0.0551368610512079,4.15796606503636,133.725299662376
40,125.89,0.0556863770633262,0.00414111319429826,0.0558401415553984,4.25296797430928,135.51778265785
41,100,0.0564001848522903,0.00425141322555319,0.0565601924129234,4.31077028547642,137.289997653376
42,79.433,0.0570961193214798,0.00430918585514125,0.0572585008911935,4.31607219623402,139.107297648788
43,63.096,0.0577729424541349,0.00434318983063627,0.0579359661843463,4.29923125048531,141.030079643933
44,50.119,0.0584024523342121,0.00435544401461961,0.0585646337921992,4.26501721718846,143.110118638682
45,39.811,0.0590170586812131,0.00437318825029479,0.0591788643930776,4.2378955040912,145.054722633772
46,31.623,0.059559578577398,0.00440561797575828,0.0597222979302167,4.23046041227861,147.104255628597
47,25.119,0.060110791920191,0.00448484733747463,0.0602778662604521,4.26691445354935,149.188725623335
48,19.953,0.0606106298447463,0.00461222200706588,0.0607858621886645,4.35158890981227,151.462918617593
49,15.849,0.0611103618644945,0.00484282108098948,0.0613019513819254,4.53105701577555,153.847937611571
50,12.589,0.0616106032630153,0.00518353262107922,0.061828273830558,4.8091842937258,156.325300605317
51,10,0.0621373194778209,0.00565206936302622,0.0623938487350575,5.19737562001123,159.023824598503
52,7.9433,0.062728509741181,0.00626623417288546,0.0630407140271974,5.70460917433472,161.740458591645
53,6.3096,0.0634231161936484,0.00702704100793083,0.0638112135368084,6.3223687521359,164.556844584534
54,5.0119,0.0642623313120881,0.00793946628292797,0.0647509254800449,7.04307394176996,167.379623577407
55,3.9811,0.0652858781574104,0.00898590817037105,0.0659013841465457,7.836914392343,170.194944570299
56,3.1623,0.0665464584799284,0.0101360672924448,0.0673139732624498,8.66047893380238,173.142441562857
57,2.5119,0.0681266734590772,0.0113478100106668,0.069065305534964,9.456892317832,176.165547555225
58,1.9953,0.0700218245925515,0.0125411829755963,0.0711360470485775,10.1542353909271,179.278237547366
59,1.5849,0.0722240430157357,0.0136245351362384,0.0734978934882996,10.6828879147797,182.407521539465
60,1.2589,0.074673920407576,0.0145123072215813,0.0760710289790441,10.9979057831907,185.751779531022
61,1,0.0773640791059751,0.0151344152218701,0.0788305223883715,11.0687509893249,189.401444521807
62,0.79433,0.0801050639051824,0.0154589816251259,0.0815830949164062,10.9228803273819,193.106569512453
63,0.63096,0.0827514623755613,0.0154905338191845,0.0841888422731732,10.6026882216295,197.002002502618
64,0.50119,0.0853835778267503,0.0153277551489625,0.0867484607379478,10.1771345095702,201.245447491904
65,0.39811,0.0877573075152504,0.0150501449251229,0.0890384854127328,9.73140624660795,205.873966480218
66,0.31623,0.0899651138393359,0.0147045634765413,0.0911589046399764,9.2827635186501,211.063879467115
67,0.25119,0.0920515817173197,0.0143378916474175,0.0931615201333333,8.85321314550446,216.902013452375
68,0.19953,0.0939108596796237,0.0142139131523648,0.0949804447919094,8.60669875722611,223.515630435677
69,0.15849,0.0955931763448148,0.0141166074035049,0.0966298813425514,8.40037262120661,231.157501416383
70,0.12589,0.0973672828103771,0.0142152644269689,0.0983994995139945,8.30628841884596,240.088338393835
71,0.1,0.0987278561752901,0.0144791617275954,0.0997839451480178,8.34336672893033,250.668440367123
