Index,Frequency (Hz),Z' (Ω),-Z'' (Ω),Z (Ω),-Phase (°),Time (s)
1,1000000,1.04750306681455,-1.22768666453803,1.61383927987591,-49.5280872173307,19.0363779519378
2,794330,0.747154888450396,-1.11115582063683,1.33899502802304,-56.0826266906287,20.8689659473109
3,630960,0.54564372295471,-0.957517280322642,1.1020736883332,-60.3232340846847,24.2961099386582
4,501190,0.397778079240778,-0.808998385725739,0.901501962522176,-63.8170209933029,27.6032929303084
5,398110,0.295118682868468,-0.672579313147737,0.734478025166377,-66.3087854373276,32.2258219186376
6,316230,0.224756015080161,-0.552727102052973,0.596676223473494,-67.8718132078806,36.6682179074216
7,251190,0.176041660917103,-0.450264113918565,0.483454691425498,-68.6457828240812,39.7740698995801
8,199530,0.145017828541439,-0.366310737935458,0.393971734165909,-68.4020083369655,41.511301895194
9,158490,0.122744006105229,-0.297352753950969,0.321690458852895,-67.569693401503,43.3480498905567
10,125890,0.107161512368663,-0.240911714915225,0.263670332264618,-66.0197112152024,45.0689378862119
11,100000,0.0959867136734349,-0.195138920055463,0.217468727228166,-63.8079285289889,48.3940978778166
12,79433,0.0880251559228679,-0.158035696413856,0.180896958007197,-60.8823942727662,50.1210988734564
13,63096,0.0821756615780056,-0.1280185315774,0.15212358062778,-57.3034151032828,51.9391998688661
14,50119,0.0777422747934351,-0.103616986939994,0.129538956582879,-53.1196517078253,53.7720868642385
15,39811,0.0743822372978049,-0.0839258651119607,0.112143961318557,-48.4499094117628,55.5071508598579
16,31623,0.0717667705402413,-0.0679171669258476,0.098808961724173,-43.4213630578183,57.2357758554936
17,25119,0.0693402375039063,-0.0546144376571831,0.0882655387889774,-38.2250221910303,59.0666988508709
18,19953,0.0677828176652333,-0.0440069671337731,0.0808153668985747,-32.9930376998994,60.8519858463635
19,15849,0.066568333491958,-0.0352991769907321,0.0753483571162608,-27.9356568278984,62.6576368418047
20,12589,0.0657102207059242,-0.0281897881831982,0.0715017290912245,-23.2194085370342,64.3798338374565
21,10000,0.0650002782183472,-0.0223336340780106,0.0687301053366937,-18.962357455314,67.6380338292304
22,7943.3,0.0646651383826634,-0.0175612570701803,0.0670072971543694,-15.1935042358827,69.2814538250811
23,6309.6,0.0645007072844176,-0.0136713211723593,0.0659336504585324,-11.9670816396554,71.0041188207318
24,5011.9,0.0641668967578779,-0.010451659294267,0.0650125204982824,-9.25123218276788,72.7304628163732
25,3981.1,0.0642639265282519,-0.00787814698045857,0.0647450187479644,-6.98904609508007,74.4482158120363
26,3162.3,0.0644242332844389,-0.0057647327995973,0.0646816355586233,-5.11325501034627,76.1548448077275
27,2511.9,0.0645720041834082,-0.00400729625049638,0.0646962297781047,-3.55118422443392,77.9613538031665
28,1995.3,0.064808943245212,-0.00255622985542296,0.0648593357631333,-2.25872071148414,79.7391697986779
29,1584.9,0.0650711351086888,-0.00135459818965756,0.0650852330455124,-1.19256488587668,81.4190917944366
30,1258.9,0.0653812520185231,-0.00035780152392779,0.065382231052788,-0.31355032124041,83.1012987901894
31,1000,0.0659092275439216,0.000533168826838603,0.0659113840276044,0.463480734930504,84.8642037857385
32,794.33,0.0663410965987474,0.00121894365427698,0.0663522940187951,1.0526275969177,86.7154527810645
33,630.96,0.0665377910423119,0.00178230869588559,0.0665616575896198,1.53438145698062,88.4264387767447
34,501.19,0.0670374641673795,0.00227736507459793,0.0670761357986258,1.94567691517428,90.1433477724099
35,398.11,0.0675385322810258,0.0027075547832699,0.0675927821263452,2.29570337354115,91.843694768117
36,316.23,0.0680517264264889,0.00308943386433639,0.0681218178796471,2.59934719688483,93.5822197637276
37,251.19,0.0686187193612398,0.00344263046326649,0.0687050242069908,2.8721455506416,95.3288087593179
38,199.53,0.0692065364059491,0.00377798167076199,0.0693095796179184,3.12467255002138,97.0708317549197
39,158.49,0.0697918094865833,0.00410666909754747,0.0699125267923302,3.36749848228205,98.8712197503742
40,125.89,0.0704494115183072,0.00444232342240266,0.07058933220158,3.60811869326735,100.683908745798
41,100,0.0711125042261586,0.00479538737960217,0.071274006464039,3.85783241140177,102.440381741363
42,79.433,0.0718066494669999,0.00514978928817423,0.0719910774845688,4.10208354590854,104.258057736774
43,63.096,0.0725665481141509,0.00553378074052578,0.0727772398108611,4.36082220440703,106.14487473201
44,50.119,0.0733589211895922,0.00594167864614799,0.073599149881197,4.63054243601229,108.22429772676
45,39.811,0.0742322304116642,0.00637150166688821,0.0745051680447844,4.90578839187014,110.169468721849
46,31.623,0.0752512037742872,0.00681769312480194,0.0755594111214696,5.17681417950341,112.23669671663
47,25.119,0.0762966309785314,0.00724514831210368,0.0766398595558381,5.42455621704531,114.306971711403
48,19.953,0.0775118662394413,0.00762634152449753,0.0778861380026595,5.6192084440202,116.593113705631
49,15.849,0.0788782940504627,0.00794710474803072,0.0792776244988927,5.75322020266205,118.962519699649
50,12.589,0.0802742214736306,0.00815863817397222,0.0806877562586251,5.80330629645558,121.430661693417
51,10,0.0817009071559811,0.00824737958776051,0.0821161220478345,5.7642531225547,124.132693686595
52,7.9433,0.0832030658279299,0.00819912882394964,0.0836060755964455,5.62796134503634,126.842818679753
53,6.3096,0.0845980816583012,0.0080221209960605,0.0849775843710565,5.41694768378702,129.647773672671
54,5.0119,0.0859246301323294,0.00772636110706152,0.0862713087841742,5.13822984060126,132.453888665586
55,3.9811,0.0871431624872215,0.00734411662161646,0.0874520829782012,4.81730158541209,135.270431658475
56,3.1623,0.0883580209254569,0.00690779253770266,0.0886276337245186,4.47026700493933,138.261274650924
57,2.5119,0.0893198294081908,0.00644940559538795,0.0895523688019593,4.12991754683888,141.263554643344
58,1.9953,0.0901647461552514,0.00600892648169011,0.09036475334279,3.81277373796883,144.307408635659
59,1.5849,0.0908947449107924,0.0055962470916518,0.0910668580434663,3.52316418337518,147.451195627722
60,1.2589,0.0915468980051986,0.00526751348016495,0.0916983164111422,3.29310867949495,150.797623619273
61,1,0.0921213311662358,0.00502519728553895,0.0922582910290337,3.12237689807699,154.450783610049
62,0.79433,0.0926219914255666,0.00486944303053756,0.0927499044261793,3.00945714163879,158.138865600738
63,0.63096,0.0930919472880535,0.00483082991646088,0.0932172063921865,2.97059114712735,162.017172590946
64,0.50119,0.0935264795771595,0.00492984412291317,0.0936563171663986,3.01730699161619,166.264154580223
65,0.39811,0.093928679464045,0.00515014009392137,0.0940697654342049,3.13840371126354,170.894587568533
66,0.31623,0.0943610684915442,0.00550229741119768,0.0945213548552239,3.33720081065572,176.108388555369
67,0.25119,0.0949048471840105,0.00605233782228051,0.095097638309978,3.64896486699549,181.949578540621
68,0.19953,0.0952719024219705,0.0066635433483134,0.0955046501540963,4.00088749047337,188.592714523849
69,0.15849,0.0958315100310674,0.0075738123574152,0.0961303331340317,4.51884096777212,196.307670504371
70,0.12589,0.096423528253282,0.00871200161069813,0.0968162991075175,5.16273638968756,205.250273481793
71,0.1,0.0971519332221821,0.00993690198338844,0.0976587945340039,5.84002273931226,215.844038455046
